bom_title,budget,cast,filmmakers,genres,gross_domestic,gross_international,gross_worldwide,input_title,input_year,opening_weekend,release_date,runtime_minutes,source_url
Deliver Us,,"[{'actor': 'Cru Ennis', 'role': 'Director'}, {'actor': 'Lee Roy Kunz', 'role': 'Director'}, {'actor': 'Lee Roy Kunz', 'role': 'Writer'}, {'actor': 'Kane Kunz', 'role': 'Writer'}, {'actor': 'Isaac Bauman', 'role': 'Producer'}, {'actor': 'Cru Ennis', 'role': 'Producer'}, {'actor': 'Kane Kunz', 'role': 'Producer'}, {'actor': 'Lee Roy Kunz', 'role': 'Producer'}, {'actor': 'Elina Litvinova', 'role': 'Producer'}, {'actor': 'Tóti Guðnason', 'role': 'Composer'}, {'actor': 'Isaac Bauman', 'role': 'Cinematographer'}, {'actor': 'David Heinz', 'role': 'Editor'}, {'actor': 'Anna-Liisa Liiver', 'role': 'Production Designer'}, {'actor': 'Jelena Rajapu', 'role': 'Zoroastrian Priestess See more'}, {'actor': 'Anil Kapur', 'role': 'Zoroastrian Priest See more'}, {'actor': 'Kätlin Hallik', 'role': 'Zoroastrian Priestess See more'}, {'actor': 'Vivek Tyagi', 'role': 'Zoroastrian Priest See more'}]","[{'name': 'Cru Ennis', 'role': 'Director'}, {'name': 'Lee Roy Kunz', 'role': 'Director'}, {'name': 'Lee Roy Kunz', 'role': 'Writer'}, {'name': 'Kane Kunz', 'role': 'Writer'}, {'name': 'Isaac Bauman', 'role': 'Producer'}, {'name': 'Cru Ennis', 'role': 'Producer'}, {'name': 'Kane Kunz', 'role': 'Producer'}, {'name': 'Lee Roy Kunz', 'role': 'Producer'}, {'name': 'Elina Litvinova', 'role': 'Producer'}, {'name': 'Tóti Guðnason', 'role': 'Composer'}, {'name': 'Isaac Bauman', 'role': 'Cinematographer'}, {'name': 'David Heinz', 'role': 'Editor'}, {'name': 'Anna-Liisa Liiver', 'role': 'Production Designer'}, {'name': 'Jelena Rajapu', 'role': 'Zoroastrian Priestess See more'}, {'name': 'Anil Kapur', 'role': 'Zoroastrian Priest See more'}, {'name': 'Kätlin Hallik', 'role': 'Zoroastrian Priestess See more'}, {'name': 'Vivek Tyagi', 'role': 'Zoroastrian Priest See more'}]",Drama Horror Thriller,4883,484273,489156,Deliver Us,2023,3255,"September 29, 2023 (Domestic)",103,https://www.boxofficemojo.com/title/tt14462452/
The Creator,,"[{'actor': 'Gareth Edwards', 'role': 'Director'}, {'actor': 'Gareth Edwards', 'role': 'Writer'}, {'actor': 'Chris Weitz', 'role': 'Writer'}, {'actor': 'Gareth Edwards', 'role': 'Producer'}, {'actor': 'Kiri Hart', 'role': 'Producer'}, {'actor': 'Arnon Milchan', 'role': 'Producer'}, {'actor': 'Jim Spencer', 'role': 'Producer'}, {'actor': 'Hans Zimmer', 'role': 'Composer'}, {'actor': 'Greig Fraser', 'role': 'Cinematographer'}, {'actor': 'Oren Soffer', 'role': 'Cinematographer'}, {'actor': 'Hank Corwin', 'role': 'Editor'}, {'actor': 'Scott Morris', 'role': 'Editor'}, {'actor': 'Joe Walker', 'role': 'Editor'}, {'actor': 'James Clyne', 'role': 'Production Designer'}, {'actor': 'John David Washington', 'role': 'Joshua See more'}, {'actor': 'Madeleine Yuna Voyles', 'role': 'Alphie See more'}, {'actor': 'Gemma Chan', 'role': 'Maya See more'}, {'actor': 'Allison Janney', 'role': 'Colonel Howell See more'}]","[{'name': 'Gareth Edwards', 'role': 'Director'}, {'name': 'Gareth Edwards', 'role': 'Writer'}, {'name': 'Chris Weitz', 'role': 'Writer'}, {'name': 'Gareth Edwards', 'role': 'Producer'}, {'name': 'Kiri Hart', 'role': 'Producer'}, {'name': 'Arnon Milchan', 'role': 'Producer'}, {'name': 'Jim Spencer', 'role': 'Producer'}, {'name': 'Hans Zimmer', 'role': 'Composer'}, {'name': 'Greig Fraser', 'role': 'Cinematographer'}, {'name': 'Oren Soffer', 'role': 'Cinematographer'}, {'name': 'Hank Corwin', 'role': 'Editor'}, {'name': 'Scott Morris', 'role': 'Editor'}, {'name': 'Joe Walker', 'role': 'Editor'}, {'name': 'James Clyne', 'role': 'Production Designer'}, {'name': 'John David Washington', 'role': 'Joshua See more'}, {'name': 'Madeleine Yuna Voyles', 'role': 'Alphie See more'}, {'name': 'Gemma Chan', 'role': 'Maya See more'}, {'name': 'Allison Janney', 'role': 'Colonel Howell See more'}]",Action Adventure Drama Sci-Fi Thriller,40774679,63497457,104272136,The Creator,2023,14079512,"September 27, 2023 (EMEA, APAC)",133,https://www.boxofficemojo.com/title/tt11858890/
PAW Patrol: The Mighty Movie,,"[{'actor': 'Cal Brunker', 'role': 'Director'}, {'actor': 'Cal Brunker', 'role': 'Writer'}, {'actor': 'Bob Barlen', 'role': 'Writer'}, {'actor': 'Shane Morris', 'role': 'Writer'}, {'actor': 'Keith Chapman', 'role': 'Writer'}, {'actor': 'Laura Clunie', 'role': 'Producer'}, {'actor': 'Jennifer Dodge', 'role': 'Producer'}, {'actor': 'Toni Stevens', 'role': 'Producer'}, {'actor': 'Pinar Toprak', 'role': 'Composer'}, {'actor': 'Ed Fuller', 'role': 'Editor'}, {'actor': 'Peter Chan', 'role': 'Production Designer'}, {'actor': 'Dan Duran', 'role': 'Radio Announcer See more'}, {'actor': 'Kristen Bell', 'role': 'Janet See more'}, {'actor': 'James Marsden', 'role': 'Hank See more'}, {'actor': 'Finn Lee-Epp', 'role': 'Ryder See more'}]","[{'name': 'Cal Brunker', 'role': 'Director'}, {'name': 'Cal Brunker', 'role': 'Writer'}, {'name': 'Bob Barlen', 'role': 'Writer'}, {'name': 'Shane Morris', 'role': 'Writer'}, {'name': 'Keith Chapman', 'role': 'Writer'}, {'name': 'Laura Clunie', 'role': 'Producer'}, {'name': 'Jennifer Dodge', 'role': 'Producer'}, {'name': 'Toni Stevens', 'role': 'Producer'}, {'name': 'Pinar Toprak', 'role': 'Composer'}, {'name': 'Ed Fuller', 'role': 'Editor'}, {'name': 'Peter Chan', 'role': 'Production Designer'}, {'name': 'Dan Duran', 'role': 'Radio Announcer See more'}, {'name': 'Kristen Bell', 'role': 'Janet See more'}, {'name': 'James Marsden', 'role': 'Hank See more'}, {'name': 'Finn Lee-Epp', 'role': 'Ryder See more'}]",Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,65343309,139755560,205098869,PAW Patrol: The Mighty Movie,2023,22764354,"September 21, 2023 (APAC)",88,https://www.boxofficemojo.com/title/tt15837338/
The Blind,,"[{'actor': 'Andrew Hyatt', 'role': 'Director'}, {'actor': 'Zach Dasher', 'role': 'Writer'}, {'actor': 'Stephanie Katz', 'role': 'Writer'}, {'actor': 'Andrew Hyatt', 'role': 'Writer'}, {'actor': 'Zach Dasher', 'role': 'Producer'}, {'actor': 'Robert Katz', 'role': 'Producer'}, {'actor': 'Cole Prine', 'role': 'Producer'}, {'actor': 'Korie Robertson', 'role': 'Producer'}, {'actor': 'Brittany Yost', 'role': 'Producer'}, {'actor': 'Sean Philip Johnson', 'role': 'Composer'}, {'actor': 'Chris Stacey', 'role': 'Cinematographer'}, {'actor': 'John Lange', 'role': 'Editor'}, {'actor': 'Christian Snell', 'role': 'Production Designer'}, {'actor': 'Aron von Andrian', 'role': 'Phil Robertson See more'}, {'actor': 'Matthew Erick White', 'role': 'Phil - High School See more'}, {'actor': 'Ronan Carroll', 'role': 'Phil - Age 12 See more'}, {'actor': 'Amelia Eve', 'role': 'Kay Robertson See more'}]","[{'name': 'Andrew Hyatt', 'role': 'Director'}, {'name': 'Zach Dasher', 'role': 'Writer'}, {'name': 'Stephanie Katz', 'role': 'Writer'}, {'name': 'Andrew Hyatt', 'role': 'Writer'}, {'name': 'Zach Dasher', 'role': 'Producer'}, {'name': 'Robert Katz', 'role': 'Producer'}, {'name': 'Cole Prine', 'role': 'Producer'}, {'name': 'Korie Robertson', 'role': 'Producer'}, {'name': 'Brittany Yost', 'role': 'Producer'}, {'name': 'Sean Philip Johnson', 'role': 'Composer'}, {'name': 'Chris Stacey', 'role': 'Cinematographer'}, {'name': 'John Lange', 'role': 'Editor'}, {'name': 'Christian Snell', 'role': 'Production Designer'}, {'name': 'Aron von Andrian', 'role': 'Phil Robertson See more'}, {'name': 'Matthew Erick White', 'role': 'Phil - High School See more'}, {'name': 'Ronan Carroll', 'role': 'Phil - Age 12 See more'}, {'name': 'Amelia Eve', 'role': 'Kay Robertson See more'}]",Drama,17265487,,17265876,The Blind,2023,4341725,"September 28, 2023 (Domestic)",108,https://www.boxofficemojo.com/title/tt16374352/
The Kill Room,,"[{'actor': 'Nicol Paone', 'role': 'Director'}, {'actor': 'Jonathan Jacobson', 'role': 'Writer'}, {'actor': 'Jordan Beckerman', 'role': 'Producer'}, {'actor': 'Anne Clements', 'role': 'Producer'}, {'actor': 'Jon Keeyes', 'role': 'Producer'}, {'actor': 'Bill Kenwright', 'role': 'Producer'}, {'actor': 'Jordan Yale Levine', 'role': 'Producer'}, {'actor': 'Nicol Paone', 'role': 'Producer'}, {'actor': 'William Rosenfeld', 'role': 'Producer'}, {'actor': 'Dannielle Thomas', 'role': 'Producer'}, {'actor': 'Uma Thurman', 'role': 'Producer'}, {'actor': 'Jason Weinberg', 'role': 'Producer'}, {'actor': 'Jason Soudah', 'role': 'Composer'}, {'actor': 'Jessica Rose Weiss', 'role': 'Composer'}, {'actor': 'Bartosz Nalazek', 'role': 'Cinematographer'}, {'actor': 'Gillian L. Hutshing', 'role': 'Editor'}, {'actor': 'Maite Perez-Nievas', 'role': 'Production Designer'}, {'actor': 'Alexis Linkletter', 'role': 'Podcast Host See more'}, {'actor': 'Joe Manganiello', 'role': 'Reggie See more'}, {'actor': 'Danny Plaza', 'role': 'Luis See more'}, {'actor': 'Amy Keum', 'role': 'Leslie See more'}]","[{'name': 'Nicol Paone', 'role': 'Director'}, {'name': 'Jonathan Jacobson', 'role': 'Writer'}, {'name': 'Jordan Beckerman', 'role': 'Producer'}, {'name': 'Anne Clements', 'role': 'Producer'}, {'name': 'Jon Keeyes', 'role': 'Producer'}, {'name': 'Bill Kenwright', 'role': 'Producer'}, {'name': 'Jordan Yale Levine', 'role': 'Producer'}, {'name': 'Nicol Paone', 'role': 'Producer'}, {'name': 'William Rosenfeld', 'role': 'Producer'}, {'name': 'Dannielle Thomas', 'role': 'Producer'}, {'name': 'Uma Thurman', 'role': 'Producer'}, {'name': 'Jason Weinberg', 'role': 'Producer'}, {'name': 'Jason Soudah', 'role': 'Composer'}, {'name': 'Jessica Rose Weiss', 'role': 'Composer'}, {'name': 'Bartosz Nalazek', 'role': 'Cinematographer'}, {'name': 'Gillian L. Hutshing', 'role': 'Editor'}, {'name': 'Maite Perez-Nievas', 'role': 'Production Designer'}, {'name': 'Alexis Linkletter', 'role': 'Podcast Host See more'}, {'name': 'Joe Manganiello', 'role': 'Reggie See more'}, {'name': 'Danny Plaza', 'role': 'Luis See more'}, {'name': 'Amy Keum', 'role': 'Leslie See more'}]",Comedy Thriller,139358,854747,994105,The Kill Room,2023,82891,"September 14, 2023 (Russia/CIS)",98,https://www.boxofficemojo.com/title/tt11908172/
Howl's Moving Castle,,"[{'actor': 'Hayao Miyazaki', 'role': 'Director'}, {'actor': 'Diana Wynne Jones', 'role': 'Writer'}, {'actor': 'Hayao Miyazaki', 'role': 'Writer'}, {'actor': 'Rick Dempsey', 'role': 'Producer'}, {'actor': 'Ned Lott', 'role': 'Producer'}, {'actor': 'Toshio Suzuki', 'role': 'Producer'}, {'actor': 'Joe Hisaishi', 'role': 'Composer'}, {'actor': 'Atsushi Okui', 'role': 'Cinematographer'}, {'actor': 'Takeshi Seyama', 'role': 'Editor'}, {'actor': 'Chieko Baishô', 'role': 'Sophie See more'}, {'actor': 'Takuya Kimura', 'role': 'Howl See more'}, {'actor': 'Tatsuya Gashûin', 'role': 'Calcifer See more'}, {'actor': 'Akihiro Miwa', 'role': 'Witch of the Waste See more'}]","[{'name': 'Hayao Miyazaki', 'role': 'Director'}, {'name': 'Diana Wynne Jones', 'role': 'Writer'}, {'name': 'Hayao Miyazaki', 'role': 'Writer'}, {'name': 'Rick Dempsey', 'role': 'Producer'}, {'name': 'Ned Lott', 'role': 'Producer'}, {'name': 'Toshio Suzuki', 'role': 'Producer'}, {'name': 'Joe Hisaishi', 'role': 'Composer'}, {'name': 'Atsushi Okui', 'role': 'Cinematographer'}, {'name': 'Takeshi Seyama', 'role': 'Editor'}, {'name': 'Chieko Baishô', 'role': 'Sophie See more'}, {'name': 'Takuya Kimura', 'role': 'Howl See more'}, {'name': 'Tatsuya Gashûin', 'role': 'Calcifer See more'}, {'name': 'Akihiro Miwa', 'role': 'Witch of the Waste See more'}]",Adventure Animation Family Fantasy,10352604,232745624,243100443,Howl's Moving Castle,2023,427987,"November 20, 2004 (Japan)",119,https://www.boxofficemojo.com/title/tt0347149/
Carlos,,"[{'actor': 'Rudy Valdez', 'role': 'Director'}, {'actor': 'Sara Bernstein', 'role': 'Producer'}, {'actor': 'Leopoldo Gout', 'role': 'Producer'}, {'actor': 'Ashley Kahn', 'role': 'Producer'}, {'actor': 'Lizz Morhaim', 'role': 'Producer'}, {'actor': 'Sam Pollard', 'role': 'Producer'}, {'actor': 'Rudy Valdez', 'role': 'Producer'}, {'actor': 'Justin Wilkes', 'role': 'Producer'}, {'actor': 'Carlos Santana', 'role': 'Composer'}, {'actor': 'Rudy Valdez', 'role': 'Cinematographer'}, {'actor': 'Viridiana Lieberman', 'role': 'Editor'}, {'actor': 'Carlos Santana', 'role': 'Self See more'}]","[{'name': 'Rudy Valdez', 'role': 'Director'}, {'name': 'Sara Bernstein', 'role': 'Producer'}, {'name': 'Leopoldo Gout', 'role': 'Producer'}, {'name': 'Ashley Kahn', 'role': 'Producer'}, {'name': 'Lizz Morhaim', 'role': 'Producer'}, {'name': 'Sam Pollard', 'role': 'Producer'}, {'name': 'Rudy Valdez', 'role': 'Producer'}, {'name': 'Justin Wilkes', 'role': 'Producer'}, {'name': 'Carlos Santana', 'role': 'Composer'}, {'name': 'Rudy Valdez', 'role': 'Cinematographer'}, {'name': 'Viridiana Lieberman', 'role': 'Editor'}, {'name': 'Carlos Santana', 'role': 'Self See more'}]",Biography Documentary,432479,13711,446190,Carlos,2023,366675,"September 22, 2023 (United Kingdom)",87,https://www.boxofficemojo.com/title/tt20417104/
Condition of Return,,"[{'actor': 'Tommy Stovall', 'role': 'Director'}, {'actor': 'John Spare', 'role': 'Writer'}, {'actor': 'Marc S. Sterling', 'role': 'Producer'}, {'actor': 'Tommy Stovall', 'role': 'Producer'}, {'actor': 'Ceiri Torjussen', 'role': 'Composer'}, {'actor': 'Mic Waugh', 'role': 'Cinematographer'}, {'actor': 'Tommy Stovall', 'role': 'Editor'}, {'actor': 'Rachel Schumacher', 'role': 'Production Designer'}, {'actor': 'AnnaLynne McCord', 'role': 'Eve Sullivan See more'}, {'actor': 'Dean Cain', 'role': 'Dr. Donald Thomas See more'}, {'actor': 'Natasha Henstridge', 'role': 'Liza See more'}, {'actor': 'James Russo', 'role': 'Mike Stafford See more'}]","[{'name': 'Tommy Stovall', 'role': 'Director'}, {'name': 'John Spare', 'role': 'Writer'}, {'name': 'Marc S. Sterling', 'role': 'Producer'}, {'name': 'Tommy Stovall', 'role': 'Producer'}, {'name': 'Ceiri Torjussen', 'role': 'Composer'}, {'name': 'Mic Waugh', 'role': 'Cinematographer'}, {'name': 'Tommy Stovall', 'role': 'Editor'}, {'name': 'Rachel Schumacher', 'role': 'Production Designer'}, {'name': 'AnnaLynne McCord', 'role': 'Eve Sullivan See more'}, {'name': 'Dean Cain', 'role': 'Dr. Donald Thomas See more'}, {'name': 'Natasha Henstridge', 'role': 'Liza See more'}, {'name': 'James Russo', 'role': 'Mike Stafford See more'}]",Crime Mystery Thriller,,,,Condition of Return,2023,,"September 22, 2023 (Domestic)",93,https://www.boxofficemojo.com/title/tt9527682/
"Relax, I'm from the Future",,"[{'actor': 'Luke Higginson', 'role': 'Director'}, {'actor': 'Luke Higginson', 'role': 'Writer'}, {'actor': 'Vanessa Amodeo', 'role': 'Producer'}, {'actor': 'Tim Doiron', 'role': 'Producer'}, {'actor': 'James van der Woerd', 'role': 'Producer'}, {'actor': 'Bryan Bindon', 'role': 'Composer'}, {'actor': 'Deanna H. Choi', 'role': 'Composer'}, {'actor': 'Russ De Jong', 'role': 'Cinematographer'}, {'actor': 'Luke Higginson', 'role': 'Editor'}, {'actor': 'Krystyna Byers', 'role': 'Production Designer'}, {'actor': 'Rhys Darby', 'role': 'Casper See more'}, {'actor': 'Gabrielle Graham', 'role': 'Holly See more'}, {'actor': 'Julian Richings', 'role': 'Percy See more'}, {'actor': 'Janine Theriault', 'role': 'Doris See more'}]","[{'name': 'Luke Higginson', 'role': 'Director'}, {'name': 'Luke Higginson', 'role': 'Writer'}, {'name': 'Vanessa Amodeo', 'role': 'Producer'}, {'name': 'Tim Doiron', 'role': 'Producer'}, {'name': 'James van der Woerd', 'role': 'Producer'}, {'name': 'Bryan Bindon', 'role': 'Composer'}, {'name': 'Deanna H. Choi', 'role': 'Composer'}, {'name': 'Russ De Jong', 'role': 'Cinematographer'}, {'name': 'Luke Higginson', 'role': 'Editor'}, {'name': 'Krystyna Byers', 'role': 'Production Designer'}, {'name': 'Rhys Darby', 'role': 'Casper See more'}, {'name': 'Gabrielle Graham', 'role': 'Holly See more'}, {'name': 'Julian Richings', 'role': 'Percy See more'}, {'name': 'Janine Theriault', 'role': 'Doris See more'}]",Comedy Sci-Fi,,,,"Relax, I'm from the Future",2023,,"September 22, 2023 (Domestic)",94,https://www.boxofficemojo.com/title/tt13786042/
Man on the Run,,"[{'actor': 'Cassius Michael Kim', 'role': 'Director'}, {'actor': 'Cassius Michael Kim', 'role': 'Writer'}, {'actor': 'Karl Dawson', 'role': 'Writer'}, {'actor': 'Alyse Shorland', 'role': 'Writer'}, {'actor': 'Jon Connor', 'role': 'Writer'}, {'actor': 'Fabian Joseph', 'role': 'Producer'}, {'actor': 'Rhana Natour', 'role': 'Producer'}, {'actor': 'Davidian Shaw', 'role': 'Producer'}, {'actor': 'Alyse Shorland', 'role': 'Producer'}, {'actor': 'Jordan Asher Cruz', 'role': 'Composer'}, {'actor': 'Joe Simon', 'role': 'Cinematographer'}, {'actor': 'Jon Connor', 'role': 'Editor'}, {'actor': 'Karl Dawson', 'role': 'Editor'}, {'actor': 'Bill McMurry', 'role': 'Self - Retired Supervisory Special Agent - FBI: International Corruption Squad See more'}, {'actor': 'Sharon Lee Carpenter', 'role': 'Self - Entertainment Journalist See more'}, {'actor': 'Jennifer Peros', 'role': ""Self - Former Editor-in-Chief 'US Weekly' See more""}, {'actor': 'Bradley Hope', 'role': ""Self - Co-Author 'Billion Dollar Whale' - Former 'Wall Street Journal' Reporter See more""}]","[{'name': 'Cassius Michael Kim', 'role': 'Director'}, {'name': 'Cassius Michael Kim', 'role': 'Writer'}, {'name': 'Karl Dawson', 'role': 'Writer'}, {'name': 'Alyse Shorland', 'role': 'Writer'}, {'name': 'Jon Connor', 'role': 'Writer'}, {'name': 'Fabian Joseph', 'role': 'Producer'}, {'name': 'Rhana Natour', 'role': 'Producer'}, {'name': 'Davidian Shaw', 'role': 'Producer'}, {'name': 'Alyse Shorland', 'role': 'Producer'}, {'name': 'Jordan Asher Cruz', 'role': 'Composer'}, {'name': 'Joe Simon', 'role': 'Cinematographer'}, {'name': 'Jon Connor', 'role': 'Editor'}, {'name': 'Karl Dawson', 'role': 'Editor'}, {'name': 'Bill McMurry', 'role': 'Self - Retired Supervisory Special Agent - FBI: International Corruption Squad See more'}, {'name': 'Sharon Lee Carpenter', 'role': 'Self - Entertainment Journalist See more'}, {'name': 'Jennifer Peros', 'role': ""Self - Former Editor-in-Chief 'US Weekly' See more""}, {'name': 'Bradley Hope', 'role': ""Self - Co-Author 'Billion Dollar Whale' - Former 'Wall Street Journal' Reporter See more""}]",Documentary,,2041,2041,Man on the Run,2023,,"September 8, 2023 (United Kingdom)",98,https://www.boxofficemojo.com/title/tt18704822/
The Great Indian Family,,"[{'actor': 'Vijay Krishna Acharya', 'role': 'Director'}, {'actor': 'Vijay Krishna Acharya', 'role': 'Writer'}, {'actor': 'Aditya Chopra', 'role': 'Producer'}, {'actor': 'Pritam Chakraborty', 'role': 'Composer'}, {'actor': 'Kingshuk Chakravarty', 'role': 'Composer'}, {'actor': 'Ayananka Bose', 'role': 'Cinematographer'}, {'actor': 'Charu Shree Roy', 'role': 'Editor'}, {'actor': 'Vicky Kaushal', 'role': 'Ved Vyas Tripathi / Bhajan Kumar / Billu See more'}, {'actor': 'Manushi Chhillar', 'role': 'Jasmeet See more'}, {'actor': 'Kumud Mishra', 'role': 'Pandit Siyaram Tripathi See more'}, {'actor': 'Manoj Pahwa', 'role': 'Balakram Tripathi See more'}]","[{'name': 'Vijay Krishna Acharya', 'role': 'Director'}, {'name': 'Vijay Krishna Acharya', 'role': 'Writer'}, {'name': 'Aditya Chopra', 'role': 'Producer'}, {'name': 'Pritam Chakraborty', 'role': 'Composer'}, {'name': 'Kingshuk Chakravarty', 'role': 'Composer'}, {'name': 'Ayananka Bose', 'role': 'Cinematographer'}, {'name': 'Charu Shree Roy', 'role': 'Editor'}, {'name': 'Vicky Kaushal', 'role': 'Ved Vyas Tripathi / Bhajan Kumar / Billu See more'}, {'name': 'Manushi Chhillar', 'role': 'Jasmeet See more'}, {'name': 'Kumud Mishra', 'role': 'Pandit Siyaram Tripathi See more'}, {'name': 'Manoj Pahwa', 'role': 'Balakram Tripathi See more'}]",Family,,72673,72673,The Great Indian Family,2023,,"September 21, 2023 (United Arab Emirates)",112,https://www.boxofficemojo.com/title/tt18561736/
Barber,,"[{'actor': 'Fintan Connolly', 'role': 'Director'}, {'actor': 'Fiona Bergin', 'role': 'Writer'}, {'actor': 'Fintan Connolly', 'role': 'Writer'}, {'actor': 'Fiona Bergin', 'role': 'Producer'}, {'actor': 'Forrest Gray', 'role': 'Composer'}, {'actor': 'Owen McPolin', 'role': 'Cinematographer'}, {'actor': 'Nicolas De Toth', 'role': 'Editor'}, {'actor': ""David O'Brien"", 'role': 'Editor'}, {'actor': ""Tracey O'Hanlon"", 'role': 'Production Designer'}, {'actor': 'Aidan Gillen', 'role': 'Val Barber See more'}, {'actor': 'Aisling Kearns', 'role': 'Kate Barber See more'}, {'actor': 'Gary Lydon', 'role': 'Johnny Mulligan See more'}, {'actor': 'Helen Behan', 'role': 'Monica Nolan See more'}]","[{'name': 'Fintan Connolly', 'role': 'Director'}, {'name': 'Fiona Bergin', 'role': 'Writer'}, {'name': 'Fintan Connolly', 'role': 'Writer'}, {'name': 'Fiona Bergin', 'role': 'Producer'}, {'name': 'Forrest Gray', 'role': 'Composer'}, {'name': 'Owen McPolin', 'role': 'Cinematographer'}, {'name': 'Nicolas De Toth', 'role': 'Editor'}, {'name': ""David O'Brien"", 'role': 'Editor'}, {'name': ""Tracey O'Hanlon"", 'role': 'Production Designer'}, {'name': 'Aidan Gillen', 'role': 'Val Barber See more'}, {'name': 'Aisling Kearns', 'role': 'Kate Barber See more'}, {'name': 'Gary Lydon', 'role': 'Johnny Mulligan See more'}, {'name': 'Helen Behan', 'role': 'Monica Nolan See more'}]",Crime Drama Mystery,,16038,16038,Barber,2023,,"April 14, 2023 (United Kingdom)",90,https://www.boxofficemojo.com/title/tt15783464/
